Sentence	label
Anna sumne video madedhya nodu	Not-Hope
Olledagli sir nimge..	Hope
ಯಾಕ್ ಗುರು ಈ. ಹಾಡು ಇಷ್ಟು ಅದ್ದಿಕ್ಟ್ ಆಗ್ಬಿಟ್ಟಿದೆ	Hope
@d boss mania o brame nivu ede tara tilkolli avaru belitare	Not-Hope
Hands  up annodu heno bosudike	Hope
Super creative kannadiga	Hope
@sᴀɴᴅᴀʟᴡᴏᴏᴅ sᴛᴜᴅɪᴏ ᴍᴏᴠɪᴇs irbahudh... but avn mundhe neen yavathidru baccha.. nnNenp idko ondh kanmada actorna nodi beliyodh kali. Adhna bittu avn hero ivn baccha anbeda. Nan Dharshan fan sudheep fan yash fan rakshith shetty kannada actor ellar fan..avr yaro obbaninda kannada film belyall kanale..	Not-Hope
Superb bro...	Not-Hope
Super Assam video posted dud	Not-Hope
Hello dr. Vivek bindra video copy madidra? Never mind copy adru channagittu	Not-Hope
ಚೀನಾ ಕಮ್ಯುನಿಸ್ಟ್ ದೇಶ ಸರ್	Not-Hope
*ನನ್ನ ಗೆಲ್ಬೋದು ಅನ್ನುತ ನಿಂದನು ಓರ್ವ ರಾಕ್ಷಸ...nತಪ್ಪಲ್ಲ	Hope
ರಾಜವಂಶದ ಅಭಿಮಾನಿಗಳಿಂದ ಶುಭ ಹಾರೈಕೆಗಳು	Hope
KANNADA KAGI  LIKE ANU VATHi      n	Not-Hope
ಹಿಂದಿ ಸಾಂಗ್ ಬಿಡಿ ಸ್ವಾಮಿ ಒಳ್ಳೇ ಕಲೆಕ್ಷನ್ ಆಗುತ್ತೆ	Hope
I like feel better #person only you sir	Hope
Super song R S fans	Not-Hope
Ayya Yappa Togari Tippa valyappa Yappa	Not-Hope
ಸೂಪರ್ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ.....ಅಜನೀಶ್ ಲೋಕನಾಥ್ ಏನ್ ಮ್ಯೂಸಿಕ್ ಗುರು ನಿಂದು...ಉಳಿದವರು ಕಂಡಂತೆ..ಕಿರಿಕಪಾರ್ಟಿ..ಅಕಿರ..ರಂಗಿತರಂಗ..ಬೆಲ್ ಬಾಟಮ್...ಪಡ್ಡೆಹುಲಿ...ಜಾನಿ ಜಾನಿ ಎಸ್ ಪಪ್ಪ...ವಾಸು...nಅಚ್ಚ ಕನ್ನಡ ಗೀತೆಗಳುnನೀನ್ ಕೊಟ್ಟಿರೋ ಫಿಲ್ಮ್ ಎಲ್ಲ ಮ್ಯೂಸಿಕ್ ಸೂಪರ್ ಹಿಟ್	Hope
abba en song Superrr	Not-Hope
@Karthik Gowda Dacchu hmm aythu dagarge hosa award kodtini bandli star antha helbidu	Not-Hope
Nijvagalu Nim anthavaru iddrene Anna  yalarigu bhuddi barodhu anna	Hope
ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ all the best	Not-Hope
@sujith naik ninigeno tika uri kothi tunnege huttidone tika muchkond irbeku ashte	Not-Hope
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ	Not-Hope
Sang supar Chinu love you too...uppi.	Not-Hope
I am addicted malayalam version song nHands up to ajaneesh loknath and Malayalam singer	Hope
ಈ ಚಿತ್ರವನ್ನು ಮತ್ತೊಮ್ಮೆ ಚಿತ್ರಮಂದಿರಗಳಿಗೆ ತನ್ನಿ ನಮ್ಮ ಕನ್ನಡಿಗರು ಕೈಬಿಡುವುದಿಲ್ಲ ಮತ್ತೊಮ್ಮೆ ರಿಲೀಸ್ ಮಾಡಿ	Hope
ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಫ್ಯಾನ್ ಆಗೋದೇ bro ನಿಮಗೆ	Hope
Super duperrr hit	Not-Hope
Please innodh video maadi bro ticktock bagge	Not-Hope
@Kiccha Vitthal ಕಚ್ಚಾ ಸುದೆಪಿ	Not-Hope
Guru ell idde guru istu dina	Hope
ಡಿ ಬಾಸ್ ಫ್ಯಾನ್ಸ್ ಲೈಕ್ ಮಾಡ್ರೋ	Not-Hope
ರಂಗೇರಿದೆ ಮಾಯಜಾಲ ಅನುಭವಿಸು ಓ ಪ್ರೇಕ್ಷಕನೇ...nnnಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ....ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ...nRakshit Shetty's Brilliance.	Hope
@Ŕävîñđŕå_02_GøWđřú bro first avnge BOSS spelling kaliyol heli odok asayya agutte	Not-Hope
ನಾಲ್ಕು ಯುಗಗಳು ಮುಗಿದ ಮೇಲೆ ಪುನ	Not-Hope
ಸೂಪರ್ ಹಾಡು	Hope
Oh Broi  Tqusm🤩	Not-Hope
Oh houda e matter electronic media expose madilla ? Avarige illa da information ninge banta ?	Hope
nan Film  or TV serial  producer agidre nimge patra create madi olle  sambhavne kottu act mado chance kodtidde	Not-Hope
DRUVA sarja- hit likenRakshith Shetty- commentsn	Not-Hope
100 nija edu	Not-Hope
Kannada films next level	Hope
ಕನ್ನಡ ಚಿತ್ರರಂಗದಲ್ಲಿ ಮತ್ತೊಂದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ	Hope
Super  chindi boss	Hope
Adu nambike ashte	Hope
Super namboke kasta agirbodu but really agirbodu	Not-Hope
Pakka evrge Tika hodyotanka buddi baralla	Not-Hope
ನಮ್ಮನೆಗು ಬಂದಿದ್ದ ನಾನು ಅವನಿಗೆ ಹೇಳಿದೆ ನಿನ್ನ ಬಗ್ಗೆನೇ ಟಿವಿಯಲ್ಲಿ ತೋರಿಸುತ್ತಿದ್ದಾರೆ ಅಂದೆ ಅದಕ್ಕೆ ಅವನು ಹೇಳಿದ ಹೆಣ್ಣು ಕೋಡಬೇಕಂತ ಎಲ್ಲಾ ಕಡೆ ಹೋಡಕೋತ್ತಿದ್ದಾರೆ. ಅಂತ ಹೇಳಿದಾ	Not-Hope
ಕಕ್ಕ ಮಾಡ್ಕೊಳ್ಳೋಕೆ ಬಂದ್ ಬಿಟ್ಟಿದ್ದಿಯ  ಇಷ್ಟೆಲ್ಲ ಹೇಳಿಕೂಡ chinaದು use ಮಾಡಲ್ಲ ನಾನ್ ಹೇಳಿರೋದು apps ಬಗ್ಗೆ ಕಣೋ products ಬಗ್ಗೆ ಅಲ್ಲ...ಮಾಡಿರೋ ಕಕ್ಕನ ತೊಳ್ಕೊಂಡು ಮನೆಗೆ ಹೋಗು	Not-Hope
It is toooo best sir... nIdann nodi  adru arta madkobeku rajkaranigalu...	Hope
ಅಂಥಹ ಮಹಾನ್ ಕಲಾವಿದರ ಮಗನಾಗಿ ಹುಟ್ಟಿದಿರಿ ನೀವು ಅದೃಷ್ಟ ವಂತ್ರೆ ನಿಮ್ಗೆ ಕಂಡಿತವಾಗ್ಲು ಒಳ್ಳೆದ ಆಗುತ್ತೆ ಆ ಶಿವ ಶಕ್ತಿ ನಿಮ್ಗೆ ಒಳ್ಳೆದು ಮಾಡ್ತಾರೆ ಧನ್ಯವಾದಗಳು ಓಂಶಕ್ತಿ	Hope
Kannada.....🤦matte remake film.	Not-Hope
ಮ್ಯುಸಿಕ್ ಅಧ್ಬುತವಾಗಿದೆ  5 ಭಾಷೆಯಲ್ಲೂ ಈ ಸಿನಿಮಾ ಶತದಿನೋತ್ಸವ ಆಚರಿಸಲೆಂದು ರಾಜವಂಶದ ಅಭಿಮಾನಿಗಳ ಪರವಾಗಿ ಶುಭ ಕೋರುತ್ತೇನೆ	Hope
Ee news reporters sutti balasi information helodanna dayamadi badalayisikolli	Not-Hope
Movie quality superb	Not-Hope
Love you boss	Hope
One time kelidre average ansatte	Not-Hope
Superb guru...hogiri makke tiktok ishta padorige	Hope
Nice dialogue nan ondhu Sari sathidini enondu sala sayalla	Hope
ಯುದ್ಧ ಮಾಡಬೇಕು  ಓದಬಾರದು ಕಟುಕರ ಮುಂದೆ ಭಗವದ್ಗೀತೆ nAnd recently we can relate it to priyankareddycase	Hope
E film baari ede ante guru nodle beku	Hope
Super brooo 🥰🥰🥰	Not-Hope
ASN movie is too good..	Not-Hope
ಕೆಲವರು ಡಿಬಾಸ್ ಬಾಸ್ ಅಂತಾರೆnಕೆಲವರು ಯಶ್ ಬಾಸ್ ಅಂತಾರೆnಕೆಲವರು ಕಿಚ್ಚ ಬಾಸ್ ಅಂತಾರೆnಕೆಲವರು ಪುನೀತ್ ಬಾಸ್ ಅಂತಾರೆnಇನ್ನೂ ಕೆಲವರು ಶಿವಣ್ಣ ಬಾಸ್ ಅಂತಾರೆnಆದರೆ ಅವರೆಲ್ಲರೂ ಅವನಿಗಾಗಿ ಕಾಯ್ತಾಇದಾರೆnಯಾರ್ ಅವನು  nಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ	Hope
Ee song Virat Kohli & Modi ji ge perfect match akkati🥰n#ASN Rakshit anna	Not-Hope
Super song	Hope
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ	Not-Hope
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ	Not-Hope
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ	Not-Hope
ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಹೊಸ ಅವತಾರ ಸರ್ ನಿಮ್ಮದು	Hope
Indian no.1 bgm	Not-Hope
DIYA a awesome film... jana barodakke idraddu prachara swalpa kammi aythu annisthide..istu olle movie ge jana baralla andre bere reason yenide..kelavu films olledildidru kaali pracharadindle hit agatthe.	Not-Hope
Aagle tv li haaaktidaaralla guru.....	Not-Hope
ಶಂಕರ್ ಅಶ್ವಥ್ ಸರ್ ನೀವು ಒಬ್ಬ ಒಳ್ಳೆಯ ವ್ಯಕ್ತಿ	Hope
Love u brooo	Not-Hope
ರಕ್ಷಿತ್  ಶೆಟ್ಟಿ  ಸೈಲೆಂಟ್  ಕಿಲ್ಲರ್	Hope
Guru tq nan wait madtidde nin video na	Hope
ಸ್ಪಷ್ಟವಾದ  ಕನ್ನಡ	Not-Hope
Best movie... Keep it up	Hope
Tiktok uninstall madodakku modlu ee changlu nan maklanna modlu desha dinda delete madbeku Guru	Not-Hope
Super Chindiii sir sakkatagi ede	Hope
All the best n      Yella  kannadigana paravagi nYella nataru nammavare	Hope
Allaru swabimana life evarannu nodi kaliyabeku	Hope
ಈ ಒಂದ್ ಸಾಂಗ್ ಸಾಕು ಬುಡು ಗರು ನೀನ್ ಗೆದ್ದೆ jai @rakshith shetty	Hope
A pistol idkondu hako step	Not-Hope
Ishtu bega YouTube li movie bitre theotre ge enukk hogtare jana	Not-Hope
@Nandi Parthasarathi ಒನ್ ನೈಟ್ ಸಿಗೆ	Not-Hope
Super movie love madabardu guruuu	Not-Hope
Sir haa suule Bindu gowda GE	Not-Hope
@s.g. mathapati ಡ	Not-Hope
@Bharathraj T B irli bido... Ningen helilvalla	Not-Hope
Bro avru ellargu ista ..avru yavattu controversy madkondilla	Not-Hope
Iddane idu nanna nabike	Not-Hope
One word .. awesome music	Not-Hope
AwesomenJai kichcha 🤩	Not-Hope
Super super super	Not-Hope
super super bro	Hope
Devre olle avrge yak kasta kodtiya	Hope
Hats up karnataka	Not-Hope
@Nandi Parthasarathi ನಂದಿನಿ ನಂದಿನಿ ನಿನ್ ಕೊಜ್ಜೆ	Not-Hope
Super song loved it	Not-Hope
Re release Maadi	Not-Hope
@Ŕävîñđŕå_02_GøWđřú yako le..... bartya? baro takat idya?	Not-Hope
Correct aag helidri bro .. aa lfr ge tiktok ilde idre uta nidde baralla ansatte	Not-Hope
ಭಾರತದಲ್ಲಿ ಬರಿ ರಾಜಕಾರಣ ಮತ್ತು ತಮ್ಮ  ಮಕ್ಕಳ  ರಾಜಕೀಯ ಪ್ರವೇಶ ಮತ್ತು ಹಣ ಮಾಡು ರೀತಿ ಯಾವ ಕಾಯೀಲೇ ಬಂದ್ರೇ ಪ್ರವಾಹ ಆದರೆ ಎಷ್ಟೊ ಹಣ ಬರುತ್ತೆ ಮತ್ತುnಯಾವ ರೀತಿ ಬರುತ್ತೆ ಕೂಳ್ಳೇ ಹೊಡೆದು ಯಾವ ಜಾಗದಲ್ಲಿ  ಇದರ ಬಗ್ಗೇ ಯೋಚನೆ	Not-Hope
Rakshit setty avru ondu D boss ge script barudre eng erutte d boss fans	Hope
Ontara different agi ide	Hope
@sᴀɴᴅᴀʟᴡᴏᴏᴅ sᴛᴜᴅɪᴏ ᴍᴏᴠɪᴇs neen huttidh yav kuttige	Not-Hope
ಒಂದ ಮೂವಿ ಮಾಡೋಕೆ 7 ವರ್ಷ? ಅದಕ್ಕೆ ಸರಿಯಾಗಿ ಆಗಿದೆ. ಮುಂದೆ ಬೇಗ ಮಾಡಿ ಬಿಡಿ. ಇನ್ನೂ ಇದನ್ನೇ analyse ಮಾಡ್ಕೊಂಡು 7 ವರ್ಷ ಕುತ್ಕೊಬೇಡಿ. ನೋಡಿದ ಜನ anacin ಅಂತ ಇದಾರೆ ಆಬ್ಬ. ಆಡಿಷನ್ ದಿಯಾ ಅಂತ ಒಂದು ಕಥೆ ಮಾಡಿ.	Not-Hope
ನೈಸ್ ಚಿತ್ರ ಅವನೇ ಶ್ರೀ ಮಾನ್ ನಾರಾಯಣ........ ಸೂಪರ್ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ.......	Hope
Games games cover	Not-Hope
Rasmika ಅಜ್ಞಾತ 🥀🥀	Not-Hope
Togir tippa sotre super	Not-Hope
Super  bro	Hope
Ond kick ide song nalli	Not-Hope
ಸೂಪರ್ ಹಾಡು ಶೆಟ್ರೆ	Not-Hope
Youtube channel nalli ASN release promos upload madi sir	Not-Hope
Super music avane srimannarayana movie super it movie anoru like me	Not-Hope
Super amazing if u like rakshith shetty like	Not-Hope
ODEYA movie ginta ee movie super annoru like madi...	Not-Hope
ಒಳ್ಳೆ ಕನ್ನಡ ಸಿನಿಮಾಗಳಿಗೆ ಯಾವಾಗ್ಲೂ ಸಪೋರ್ಟ್ ಮಾಡೋ fans ಕಡೆಯಿಂದ	Hope
HAI NANOO KOODA ...BHARATHnNANGU ASTE NIDDE ONDU DODDA KAYILE...AGIDE	Not-Hope
Nise share everone	Not-Hope
Bro kanditha madona	Not-Hope
Song like kotigabba 2 track	Not-Hope
Anusha Kumarswamy yes	Hope
Tik Tok Sadegalu	Not-Hope
ಹೌದು ರೀ ನಿವು ಹೇಳಿದ್ದು correct	Hope
ಸಿನಿಮಾ ನಮ್ಮ ಕಲ್ಪನೆಗೂ ಮೀರಿದೆ ಅದ್ಬುತವಾದ ಪ್ರೀತಿಯ ಲೋಕ ಆದರೆ ಸಿನಿಮಾದ title ಸೆಳೆಯದೆ ಇರುವುದು ಒಂದು ಕಾರಣ..	Hope
@kannadigaru S ninge nanu yenta helide maraya	Not-Hope
ಚೈನಾ ಮಾಲ್ ಗಳ ಉತ್ಪಾದನೆ ರಫ್ತು ಹಾಗೂ ಮಾರ್ಕೆಟಿಂಗ್ ಬಗ್ಗೆ ಎಲ್ಲಾ ಮಾಹಿತಿ ನಿೇಡಿದ್ದಿೇರಿ  ನಮನ	Hope
Nonsense Kannada rost	Not-Hope
Nannaga thubba bajaru sir‍‍‍‍‍‍‍‍‍‍‍‍	Not-Hope
Super bro	Hope
ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಬಾಡಿ ಲಾಂಗ್ವೇಜ್‌ ನೋಡುತ್ತಾ ಶಂಕರ್ ನಾಗ್ ಅವರನ್ನು ನೆನಪಾಡಿಕೊಂಡವರು ಲೈಕ್ ಮತ್ತು ಕಮೆಂಟ್ ಮಾಡಿ..	Not-Hope
1000 ne like nandhe brother	Not-Hope
Hand's Up super	Hope
@Nikistark x dia is kannada movie man mind ur comment	Not-Hope
Nice sir.but message madidre reply madalla tavu yella dove	Not-Hope
Supper anna	Hope
Iddu charitre badalisuva avatara	Hope
Super song Andre edu	Not-Hope
Avnu yava language mathadodu	Not-Hope
Bosssuuuuu super innu ugibeku tiktok yak ban madbeku annorge	Not-Hope
Idu charitre shrustiso movie agutte	Hope
Movie super agidhe	Not-Hope
Right bhai avarige barabari shock aagide	Not-Hope
ಲಾಸ್ಟ್ ಅಲ್ಲಿ Fork  ಎಸೆದಿದ್ದು shaanvi aka Lakshmi ಇರಬಹುದಾ ಅನ್ನೋರು like ಮಾಡಿ	Not-Hope
Sakath anna nim haadu	Hope
ಯಾಕೆ ಎಲ್ಲ ವಿಡಿಯೋ ದಲ್ಲೂ ಈ ಗೇಮ್ ನ add ಮಾಡಿ ಆಕ್ತಿರಲ್ಲ	Not-Hope
Gun mele hands up Anta bardide yelli Anta Heli nodona	Not-Hope
#handsup ಇದು ಚರಿತ್ರೆ ಸೃಷಿಸೂ ಅವತಾರ	Hope
@TROLL MONSTER_KANNADA nD boob's beleyodanna nodi urakotidaranDagar fan namma BØSS beleyodanna nodi nimm gandu darshan ne urakondiddu......	Not-Hope
Full fidaaaaaaaa.....!!!	Not-Hope
Innu aagilva tiktok ban	Not-Hope
Super bro	Hope
Inta Best Movie na Theatre nalli nodakaglilla ade bejaru	Not-Hope
@10 R hu bro name halmodakke	Not-Hope
Hands up ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ .. Althe best ASN...simple Star ನ ಅದ್ಧೂರಿ ಅವತಾರ.. ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ..	Hope
Ee song ge dislike yakro madtira istond chanagide making	Not-Hope
ಹ್ಯಾಪಿ ನ್ಯೂ year ಇನ್ ಅಡ್ವಾನ್ಸ್ ಅಂಡ್ ಇಮ್ ವೈಟಿಂಗ್  ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಸರ್	Hope
Usefull tq amar prasad	Not-Hope
Dagar binduna modlu china ge kalsrappa	Not-Hope
Nodarappa yaro heludrala ban yak madbeku antha	Not-Hope
@10 R Nim amman/akkan bagge baidna loude... Suvar gandu andre Neenu adkke baide... Ella nim DBabes Thara ne	Not-Hope
Sir avn height eshtu...... Age eshtu.... Kelbit heli pls	Not-Hope
ಏನು ಅಂತ ಗೊತ್ತಿಲ್ಲ	Not-Hope
@Manjunath BJP Jorapur yakpa	Not-Hope
Nammuralli bandidda nane One-up coffee bread kottu kalsde.....	Not-Hope
ASN theme music jaldi realise madi	Not-Hope
Is ashvadhama alive	Not-Hope
Dislike madid gandu inondsala keli	Not-Hope
Majestic alli mobile and money kaltana mado sule makla nodi kalthkoli shankar Sir na shankar ashwath Sir inspiration to all	Not-Hope
Ramayana agiye 500 varsha ayeetu indu sullu yakandre 5000yer back hege	Not-Hope
Naavu maduvakelasa Namma athmabhimanakke dakke baradanthe badukuvude hemmepadabekada vishayaviddare Hat's off you congratulations	Hope
pakka prufff kodi	Not-Hope
super songnಜೈ ಕರ್ನಾಟಕ ಜೈ ಕನ್ನಡ	Hope
ತುಂಬಾ ಖುಷಿಯಾಯಿತು ಕೇಳಿ	Not-Hope
ಸೂಪರ್ ಫಿಲ್ಮ್...ಇನ್ನು ಎನು ಹೇಳೊಕಾಗಲ್ಲ...	Not-Hope
ಹಿಂದಿ ಹಾಡು ಯಾವಾಗ..??	Not-Hope
ಅದ್ಬುತವಾದ ಮಾತುಗಳು ಆಡಿದಿರಿ ನೀವು ..Mast maga Ni best maga	Hope
Kannada cinema dali osha parvaa . .......	Not-Hope
ಯೇ ಇವ್ರೇನೋ ಮಾಡ್ತಾರ್ ಕಣ್ರಪಡಬ್ಬಾ ಮೂವಿ ಮಾಡಿ ಮಾತುಮಾತಿಗೂ ನಮ್ ಮೂವಿ different different ಅನ್ನೋರ್ಗೆ ಈ ಮೂವಿ ನೋಡಿ ಜ್ಞಾನೋದಯ ಆಗ್ಬೇಕು...ಇದು ಗೆಲ್ಲುತ್ತೋ ಇಲ್ವೋ ಗೊತ್ತಿಲ್ಲ but ಇತಿಹಾಸ ಬರೆಯೋದು guarantee	Not-Hope
sir nem no kodie plz plz	Hope
Sleeping beauty syndrome bari yuvakarige mathu yuvathige maatra baruthe ee vaisinnavirige alla ondhu point movie mistake	Not-Hope
U ROCKED BRO	Not-Hope
signature step is ultimate	Not-Hope
En super helidya bro innu eno beku	Hope
ನನಗೆ ನಿನ್ನೆ ಕಥೆ ಹೇಳಿದರು ಒಬ್ಬರು ಅದಕ್ಕೆ ವಿಡಿಯೋ ನೆನಪು ಆಯಿತು. ಸುಪರ್.... ಇವನ ಊರು ಶಿಗ್ಗ್ಲಿ	Hope
@Like a Phoenix hm avarige ade helbku kushi padli swalp	Not-Hope
Rashmika andre yaru guru nThukali sule edalala avle erboda	Not-Hope
I hope salmaan vai didn't watch it	Not-Hope
Wowww matte barlebardu ah daridra app	Not-Hope
ಗುರುವೇ ಅದು GTA5 pubg ಅಲ್ಲ	Not-Hope
ಬನ್ನಿ ಸರ್ ನಾವು driver ರೆ ದೇವರು ಯಾರಿಗೂ ಅನ್ಯಾಯ ಮಾಡೋಲ್ಲ  ನಮ್ಮ ಪಾಲಿಗೆ ಬಂದಿದ್ದನ್ನ ನಾವು ಅನುಭವಿಸಲೇ ಬೇಕು.....god bless you sir	Hope
Idu charitre srustisuva avataranME	Hope
Hate the dislikers .If it is true like me	Not-Hope
Est sari kelidrunu kelbek anusutte	Hope
Pls ellaru nodi views jasti madi pls its a request	Hope
Good Content  yaaradru parvagila.	Not-Hope
ಅತ್ಯುತ್ತಮ ಸಹೋದರ ಹೀಗೆ ಇಂತಹ ದಂಡ ಪಿಂಡಗಳಿಗೆ ಇದೆ ರೀತಿ ಬುದ್ಧಿ ಕಳಿಸು ಯೋಧರ ಜೀವಕ್ಕೆ ಇಂತಹವರಿಂದ ಬೆಲೆ ಇಲ್ಲ ಟಿಕ್ ಟಾಕ್ ಬೇಕಂತ	Hope
Puneet ge  power star sari shivannange hyatrik sari	Not-Hope
Super Anna sakathagi ugdidira	Not-Hope
ಟಿಕ್ ಟಾಕ್ ಅಲ್ಲಿ ಸಾಂಗ್ ಕೇಳಿರೋರ್ ಲೈಕ್ ಮಾಡಿ	Not-Hope
Ondu Churu Chennagi illa	Hope
@Darshan Jain bro fans fans tara irona please personal agi family mele beda. Ibbarigu sari kanalla nanna mele ba illa nanna hero mele ba adu bittu family mele beda. It seems like worst.  You have also god(mother). Amma ammane yallara amma yallarigu ammane bro nimma amma namma amma bere anta enu iralla bro. Nanu ninna cmnt ge reply ade tara kodbavudu but nange amma nenpagutte so please understand.	Hope
Hands Up antha Rashmika goskara bardang ide	Not-Hope
ಪ್ರಾಣಿಯ ಶಿಕಾರಿ ಅಲ್ಲ ಅಂತ ತಿಳಿಯುತ್ತೆ.. ಯಾವ ಶಿಕಾರಿ.. ಕಾದು ನೋಡಬೇಕಾಗಿದೆ superb trailer..	Hope
ಕನ್ನಡದ ಒಂದು ಅದ್ಭುತ ಸಿನಿಮಾ ದಿಯಾnತುಂಬಾ ದಿನದಿಂದ ಈ ಚಿತ್ರದ ಬಗ್ಗೆ ಕೇಳುತ್ತಿದ್ದೆ ಆದರೆ ಇವತ್ತು ನೋಡದೆ.nಆಹಾ... ಹೇಗ ಆ ನಿದೇ೯ಶಕನನ್ನು  ಹಾಗೂ ಚಿತ್ರದ ಪ್ರಮುಖ ಪಾತ್ರಗಳನ್ನ ವಣ೯ನೆ ಮಾಡಬೇಕು ಅಂತಾ ಗೊತ್ತಾಗತ್ತಿಲ್ಲ .nಯಾವುದೇ ಅಬ್ಬರವಿಲ್ಲ	Hope
We are all ready serrender settre....	Not-Hope
Vilan ಬಳಿ ಒಂದು coin urali barhttalla	Not-Hope
Yudda maadabeku hogabaradu katukara(RASMIKA) nmunde BHAGAVTHGEETHE	Not-Hope
I like you guru	Hope
Rakshit Macha time togondrunu sakath agi bandide	Not-Hope
ಮ್ಯೂಜಿಕ್ ಮಸ್ತ್ ..ರೆಟ್ರೋ ಫೀಲ್ ಇದೆರ	Hope
@Chaitanya P hwdu	Not-Hope
@VINOD KALMANI nhu neen iro jagane helu.... naane bandu hoditini.... illa tumkur main road bustop ge bandu partha yaaru antha kelu	Not-Hope
@prithvi nayak ನೇ ಮಿಂಡ್ರಿ ಮಗ	Not-Hope
Pubge sontekorya kano	Not-Hope
@Nandi Parthasarathi hogo sulemgne urkondu barbeda illi ninna akkna keya wait for Roberrt	Not-Hope
Hero.heroin very good	Not-Hope
Kannadada saaalugalu sakkatagiddave all the best natayana...	Hope
@Sweekar Gowdaadyaru badavarige Uta sigtilla ande yallo nAa place n mobile number kalsu nNim mane hatra tane	Not-Hope
Love u VP  sir super song super voice  RS is a legend Love u	Not-Hope
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ	Not-Hope
Tamate song matra amazing.	Not-Hope
Wawwww  ಏನ್ ಸಾಂಗ್ ಮಾಡಿದಿರಿ ಸರ್. nMusic	Hope
Super star of Kannada film industry	Not-Hope
ಮಿಂಡರಿಗುಟ್ಟಿದೊನೆ. ನಿನ್ನ. ಮಾತೆ.   ಹೆಚ್ಚಾಯಿತಲ್ಲೋ	Not-Hope
Vivek bindra avra hindi version na kannadal helidake nimge danyavadaglu sir....	Not-Hope
Simple star fans like madi	Not-Hope
Aldh best for prk fans	Not-Hope
ಚೈನಾ ಟಿಕ್ ಟಾಕ್ ಯೂಸ್ ಮಾಡ್ಕೊಂಡು ಚೈನಾ ಬಗ್ಗೆ	Not-Hope
