,Sentence,label
1865,ಹೇಡಿ ಅಶ್ವತ್ಥಾಮ ಚಕ್ರವ್ಯೂಹದಲ್ಲಿ ಅಭಿಮನ್ಯುವನ್ನು ಎದುರಿಸಲಾಗದೆ ಪ್ರಾರಂಭದಲ್ಲೇ ಜೀವ ಉಳಿಸಿಕೊಳ್ಳುವ ಸಲುವಾಗಿ ಪಲಾಯನ ಮಾಡಿಬಿಟ್ಟ.... ಕೊನೆಯಲ್ಲಿ ಲೋಫರ್ ದುರ್ಯೋಧನನ ಮಾತು ಕೇಳಿ ಶಾಪಗ್ರಸ್ಥನಾಗಿ ಕಲಿಯುಗದಲ್ಲೇ ತಿರುಗಾಡುತ್ತಿದ್ದಾನೆ.... ಒಂದು ವೇಳೆ ನನ್ನ ಕೈಗೆನಾದರೂ ಸಿಕ್ಕರೆ ಅವನನ್ನು ಛೇಡಿಸದೆ ಬಿಡಲಾರೆನು,Hope
2493,Best music director,Not-Hope
313,ನಮ್ಮೆಲ್ಲರ ನೆಚ್ಚಿನ ನಟ ಪ್ರಜ್ವಲ್ ಅವರಿಗೆ ಅದ್ಬುತ ಯಶಸ್ಸು ಸಿಗಲಿ,Hope
2267,ನೈಸ್ ಸಾಂಗ್ D ಬಾಸ್,Not-Hope
1674,@Chaitanya P ? Haagandre yenu? Nam hero yellakade gelbekalwa?..,Not-Hope
1453,Prajju prajju nan prajwala ondu hittu ninu kodappa from fan,Hope
789,Song Karnatakadalli ella hero fans film node nodtare but pls bere languages lli promotion madi,Hope
5644,Kerala antha helbedi bro. Adu kuda jathi na nodutte. Agi hechagi nodutte nan sutta muttalina example nalli heltha idini... I have many Malli frnds so,Hope
1974,ಕನ್ನಡ ಸಿನಿಮಾ ಸೂಪರ್,Hope
45,Super guru nin voice,Not-Hope
5678,Estu dena yelli eddru guru e music director nSuper duper music,Hope
4512,Kannadada chanukya namma rakshit shetty bro na yochanegalu...... Dislike madiroru rashmika fans irbeku ......,Hope
6004,ನೀವು ಹಳ್ಳಿಯ ‌ಭಾಷೆಯ ಶೈಲಿಯಲ್ಲಿ ರೊಷ್ಟ್ ಮಾಡುವುದೇ.. ನಮಗೆ ಅತ್ಯುತ್ತಮ ಮನರಂಜನೆ,Hope
5458,Yentha shoot madbeka,Not-Hope
3302,@sᴀɴᴅᴀʟᴡᴏᴏᴅ sᴛᴜᴅɪᴏ ᴍᴏᴠɪᴇs ganchali jasti madbedaa  loffer,Not-Hope
4557,Super lyrics guru,Not-Hope
2912,Dagar boobs ogo boddide,Not-Hope
4962,Ameer Humza beldhaythu bro 🥰,Hope
6116,@gowthami gowthami wow nice...,Not-Hope
2292,ಸಕ್ಕತಾಗಿದೆ ಮರಯ,Hope
6557,Obba nata driver ägiddaru adakkintha obba driver natarägiddàre annothe HEMME.,Not-Hope
1600,@Mahesh 13 1- Rajkumar chitragalanu naanu nodidheeni. Haadu ishta pattidheeni. Adhrey avara haadey best antha illaa.nn2- Songs music composing aaa? Ilayaraja goththaa? Shankar Ganesh goththaa? Haris Jayaraj goththaa? AR Rahman? Santhosh Narayanan? MS Viswanathan? Deva? Ivarella Rajkumar illadhe yeshtu hit songs kottidhaare goththaa Kannada dhalli? nShankar Ganesh thagolli. Average music director. Avara Kannada songs tune aagley bayankara craze - Karunaada Thaayi Sadha chinmayee,Hope
7315,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸುವ ಅವತಾರ....Awesome,Hope
3504,Bro ee devru yallru india davre na athava India bittu ogallva,Not-Hope
1380,Urko sanvi dagar rashmika...,Not-Hope
985,Sir superb nivu nim voice superb,Hope
7192,Ggggggggggggggggggggg song of 2019 to 2020 one like for 2020,Not-Hope
5511,Yen sakkathagi helidri guru,Hope
1912,Naanu nodde bro adu Chennai Alli full housefull,Not-Hope
2951,ಹಳೆ ಶಿಕಾರಿ ಸಿನಿಮಾ nodidira yaradru,Not-Hope
936,ಗುರು ಅವರಿಗೆ ತಾಕತ್ತಿದ್ದರೆ ಯೂಟ್ಯೂಬ್ ಅರಸ್ ಆಗೋಕೆ ಹೇಳು 10 15 20 ಸೆಕೆಂಡ್ ಮಾಡೋ ಟಿಕ್ ಟಾಕ್ ಸಡೆಗಲಿಗೆ ಯೂಟ್ಯೂಬಲ್ಲಿ ಎಂಟು ಹತ್ತು ಇಪ್ಪತ್ತು ನಿಮಿಷ ವಿಡಿಯೋ ಮಾಡೋಕೆ ತಾಕತ್ತಿದೆಯಾ ಕೇಳು nnLove u ರೋಸ್ಟ್ team ಅಂಡ್ ಟ್ರೋಲ್ team,Hope
495,Cuz ee film single screens alli thumba kade release aagilla.... multiplexs alli release aagidee...idu ond reason,Not-Hope
6149,ಮೊದಲು ನಿನ್ನ ಗುಲಾಮು ಜಾಮ್ ಬಿದ್ದಿದ್ದ ನೋಡು,Not-Hope
6005,Annaya super troll,Not-Hope
6038,Super bro,Hope
6100,@Creative Kannadiga ಯಾಕೆ ಹೀರೋ ಹೀರೋಯಿನ್ ಗಳಿಗೆ ಮಾತ್ರ ಅಭಿಮಾನಿ ಆಗ್ಬೇಕ ನಾವ್ ಟ್ಯಾಲೆಂಟ್ ಗೆ ಬೆಲೆ ಕೊಡ್ತೀವಿ ಅಣ್ಣ ನಿಮಗೆ ಟ್ಯಾಲೆಂಟ್ ಇದೆ ಅದಿಕ್ಕೆ ನಮಗೆ ಅಭಿಮಾನ ಇದೆ ಅಷ್ಟೇ🥰,Not-Hope
1194,Hi Chi ugh,Not-Hope
1639,Unique tune.. Ade thamte,Not-Hope
6277,Idu idu bekittu actually.....jai rk boss,Not-Hope
98,Nivu Yaste ugudru Sariagla,Not-Hope
5077,Basavaraj Marennavar McCartney,Not-Hope
4624,Like salman jettender,Not-Hope
3751,Holle kelsa ban agirodu🤣,Not-Hope
1116,Love from Kerala anteeri adre olle movie ge support madalla.,Not-Hope
2011,Eeno problem ide nimge.... Hangella eeneno ansbardu.... Song 1st time ee crazy ide,Not-Hope
2492,ಜೈ ಜೈ ಹೋ ಶ್ರೀಮಾನ್ನಾರಾಯಣ nnnn,Hope
6528,Nim matalle gottagutte neevu estu positive Anta,Hope
3613,ಏನು..... ಬರಿ ಕತ್ರಿನಾನ ಮಾತ್ರ ಜೋಕಾಲಿ ಅಡಿಸಬೇಕಾ ? ನಮ್ ನಾರಾಯಣ ಯಾರಿಗೂ ಕಡಿಮೆ ಇಲ್ಲ 1,Not-Hope
6432,Onde baari hattu cinema bandre,Not-Hope
7313,Super dance step,Not-Hope
5567,Superb nice message to all,Hope
4253,ತಪ್ಪು ಏನು ಇಲ್ಲ drive ಮಾಡಿದ್ರೇ. ನಿಮ್ಮ ಬಗ್ಗೆ ಬಹಳ ಹೆಮ್ಮೆ ಇದೆ. ನಮ್ಮ ಬಹಳ ಯುವಕರು ಕೆಲಸ ಮಾಡದೇ ಕುತಿದ್ದಾರೇ. ಅವರಿಗೆ ನೀವು ಒಂದು ಮಾದರಿ.  ಶ್ರೀಮಂತಿಕೆ ಗುಣದಲ್ಲಿ,Hope
5748,Rashmika vaapas baaro haagide,Not-Hope
461,Movie was amazing!!🤩🤩,Not-Hope
5510,Super bro nim matalli satya ide,Hope
2761,Tik tok  bevarsigalanna chaina   gadiyalli chaddiyalli bomb ettu chaina  kade  odisa beku avaga sari agutte,Not-Hope
4050,en music guru,Hope
474,First Karnataka dalli tamil and telugu cinema galile bedike kadime agbeku avarinda ne nam kannadakke e paristithi,Not-Hope
6814,Ji d boss I love you d boss,Not-Hope
472,Amazon Prime li sigtide,Not-Hope
1104,a new milestone in kannada movie,Hope
3323,@Chirag CHIRU le child chapati gala..... artha maadkolli..... film chennagidre yaar hero ne irli.... naan nodtini.... nim booos aagli,Not-Hope
2801,ಕನ್ನಡ ಸಿನೆಮಾ ಕೆ ಮತ್ತೊಂದು ಗರಿ,Hope
3691,Sakatag ede video brooo,Hope
3885,@Kiran Shali ಲೈ  ತಗಡು ನೀನು ಹಿಂದು ಧರ್ಮದ್ವನೆನೊ ಆಥವಾ  cross ನೀನು,Not-Hope
4228,Sir nanu thumba chikkavanu adru harsthini sir naa bhagavantha nimna haraisali,Hope
998,Jay Hind Jay Karnataka Mathe,Hope
6330,@King of King  na helalla ningantu helallaa 🤣🤣🤣🤣🤣,Not-Hope
417,DIA  u ಖುಷಿ,Not-Hope
220,ಈ ಹಾಡನ್ನು ಪದೇ ಪದೇ ಕೇಳುವವರು ಹಾಗೂ ನೋಡುವವರು ಯಾರಾದರೂ ಇದ್ದೀರಾ....,Hope
6533,ದರ್ಶನ್ ಸರ್ ಇಂಥವರಿಗೆ ಸಹಾಯಬೇಡ ದಾರಿದೋರಿಸಿ ಪ್ಲೀಸ್,Not-Hope
5502,Super guru munduvarisi,Not-Hope
5683,rana song guru my boss singging vijay prakash love  u sar,Not-Hope
730,Yaru tension agbede yakandre dislike madiravru mindrika kadeyavru🤣,Not-Hope
2098,Superb rakshit sir sobg superb macking,Not-Hope
3683,yest olle kalsa nan yavag e kelsa madtaro anta kaytayde thamk u brother full happy,Hope
2175,Sir nimmana nodtidre ashwth sirna nodadhaste kushi aaguthe Sir,Hope
2730,Maga pubgi mix ಮಾಡಬೇಡ..... ಆಗೇ ಮಾಡು,Not-Hope
4071,Promotion kammi aytu bro,Not-Hope
923,ಸೂಪರ್ ಗುರೂ ಯೆನ್  ಸ್ವರ ಗುರೂ ನಿಂದು   Iam u r big fan  ur thinking  bro,Not-Hope
1636,yella OK iee aroygyake hankaraka bidi yake,Not-Hope
3285,Loude illu nim sade fans giri shuru madudra.. Olle movie ge support everyone best in their part.. Thu nan makla nimantavrindane innu kannada industry explore agtilla..,Not-Hope
3591,Madhu Ranju nAvane Srimannarayana Trailer-BGM n          Re-Createdn,Not-Hope
3247,tippa super,Not-Hope
5639,ಒಂದು Angle ನಲ್ಲಿ ನೋಡಿದ್ರೆ ಚೀನಾ ಕಮ್ಯುನಿಸ್ಟ್ ಪಕ್ಷಗಳು ಬೆಸ್ಟ್,Hope
1195,A nice song,Not-Hope
618,Sar bedi duty madali taraget Miss agote.....?,Not-Hope
5241,@TROLL MONSTER_KANNADA ಆಯ್ತು ಕಣಲೇ ಬೋಳಿ ಸೂಳೆಗೆ ಹುಟ್ಟಿರೋ ರಂಡಿ ಮಗನೇ.... ನಾನು ಗಂಡಸಲ್ಲ.... ನೀನು ಗಂಡಸು ತಾನೆ,Not-Hope
2630,Kannada song Yavagalu super,Not-Hope
5904,Arjun reddy kannadadalli remake aadre prajwal devraj suit aagthaare annoru like maadi,Not-Hope
1832,Nav evna nodabahuda,Hope
6818,ಡಾನ್ಸ್ ಸ್ಟೆಪ್ಸ್ ನೋಡ್ರೆ ನಮ್ ಶಂಕರನಾಗ್ ನೆಂಪಾಗ್ತಾವ್ರೆ. ಆದ್ರೂ ಸಾಂಗ್ ಸೂಪರ್ ಮತ್ತು ಡಾನ್ಸ್ ಸೂಪರ್. ಸಿನೆಮಾನೂ ಸೂಪರಾಗಿರುತ್ತೆ,Hope
1597,Lo d gujaalds neev support maadida yaav sinimaagalu succes agilla .. yaakro sumne buildep .. simple example andre ..amar movienu ..fail maadudralo .ambareesh gintha name bekittha...ಮಧ್ಯೆ ನೀವ್ ಹೋಗಿ ಹಾಳ್ ಮಾಡುದ್ರಲೋ ..,Not-Hope
3466,@Sathish Soorgoli namdhu kolar guru,Not-Hope
4379,@DACCHU D BOSS ennu release aagila bro.,Not-Hope
3895,Nanage nambalu sadyavaguttilla ...adakkagi ondu balavada karana athava kuruhu beku next vedio dalli haki I am waiting,Not-Hope
6898,Defenetely rakshit shetty,Not-Hope
5843,E song first time yarig tilidila avr like madi,Not-Hope
4854,song's1 idena 🤔,Not-Hope
4100,hi good day next,Not-Hope
5243,@Nandi Parthasarathi ಷಂಡ,Not-Hope
6221,ಸೂಪ್ಪರ್ ಅಣ್ಣ,Hope
3193,Saryagi rubbidira brother,Not-Hope
5551,Chindi chithrannaaa guru,Not-Hope
3140,Superb  guru,Hope
6958,Innu iste views agidda!! Song yak hit agilla,Not-Hope
6803,ದೂಳು ಮಗಾ ಸಾಂಗ್,Not-Hope
3484,Thumba chennagide  nimma abhipraya..,Hope
6213,Thuuuuuuuuuuuuuuuuuu Bindu gowda andre alpa swalpa maryade ide but why you only tiktok anta kelitumba asayya aytu avla mele,Not-Hope
2230,@Troll Stupid Fanslo gaandu thulle school ge henu raja kottavra child nan magane balegara fanu hogu school ge hogi hodkondiru sumne yake baiskothiya,Not-Hope
2076,Rashmika shetty fans irbekun.,Not-Hope
3004,Super song guru,Not-Hope
3706,Henu guru songs,Hope
1804,ಕಥೆ ಸರಿಯಾಗಿ ತಿಳಿದುಕೊಳ್ಳಿ..... please don't worng guide..... ಅಶ್ವತ್ತಾಮ ಶಿವನ ಅವತಾರ.... ಇಂದ್ರನಲ್ಲಿ ಸುಳ್ಳು ಹೇಳಿದಕ್ಕಾಗಿ ಭೂಮಿಯಲ್ಲಿ ದೀರ್ಘ ಕಾಲಿ ಯಾಗಿ ಅವತಾರಿಡಿದರು ಅಷ್ಟೇ...... ಕೃಷ್ಣ ಅವರಿಗೆ ಶಪಿಸಲಿಲ್ಲ,Hope
5496,Supar guru chindi,Hope
4335,ಎಷ್ಟು ದಿನ ಆಯಿತು ಕೇಳಿ ಓ ತುಂಬಾ ಖುಷಿ ಆಯಿತು,Hope
4436,Shrinidhi surya avru idre chanagirutte,Not-Hope
4200,Good  job,Hope
7395,video nodidare bhaya agutthe,Not-Hope
246,ಹಾಡಿನಲ್ಲಿರುವ ಪದಪುಂಜವನ್ನು ಬಳಿಸಿದ ರೀತಿಯೇ ಅತಿ ಅದ್ಭುತ....,Hope
7514,ಮಸ್ತ್ ಇದೆ ಗುರೂ,Not-Hope
1468,Nimmamman hogi alli kelsa madu gothagute,Not-Hope
3276,ನಿಜವಾದ ಕನ್ನಡಿಗ ಈ ರೀತಿ ಇಬ್ಬರು ನಟರ ಅಭಿಮಾನಿಗಳ ಮಧ್ಯ ತಂದಿಡೋ ಬದ್ಲು..... ಎಲ್ಲ ನಟರನ್ನೂ ಪ್ರೋತ್ಸಾಹಿಸ್ತಾನೆ.,Hope
5451,ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್,Hope
7245,Super song,Not-Hope
3498,Nam  karnatakdallu bandidru yavno huchha andkond nodoke hogilla,Not-Hope
438,@Its Paramatma sumne irappa loss agoke avar en bikari Ella...neev olle Thukali Build up kodta idira sumne,Not-Hope
6168,ಗುರು ನಾವು ನಮ್  ಅಪ್ಪನ್ನ ಅಪ್ಪ  ಅಂತೀವಿ ಬೇರೇಯವರ್ನಲ್ಲ ಈ ಬಡ್ಡಿಹೈಕ್ಳು ಎಷ್ಟು ಜನಕ್ಕೆ ಹುಟ್ಟವೋ,Not-Hope
1679,Super Sir songs kicchaa big boss fan,Not-Hope
73,ಮೊದಲು ನೀನು ಟಿಕ್ ಟಾಕ್ ಡಿಲೀಟ್ ಮಾಡು ಗುರು,Not-Hope
4690,Dina 7-8  sala song kelisikontini.,Not-Hope
1693,I love gojjekesari Sule gayash,Not-Hope
3616,@simple  ಧನ್ಯವಾದಗಳು ... ನಮ್ ನಾರಾಯಣ ಗೆಲ್ಲಬೇಕು ಅನ್ನೋದೇ ನನ್ನ ಆಸೆ .. ನನ್ನ ಕಡೆ ಇಂದ ಫರ್ಸ್ಟ್ ಡೇ 4 ಸಲ ಫಿಕ್ಸ್  ..,Hope
3837,Amruta kud dashte santosha kanla,Not-Hope
2400,@Vinay Kumar MS avn allla guru Tika urkondeddu nenu 🥴🥴,Not-Hope
2340,Entaha adbhutava movie,Not-Hope
1731,its miss guide,Not-Hope
1102,Nan maga ge lali song wake up song ella  nu e song agide,Not-Hope
2855,Ondu varshakke 3 movie tegyodu dod'dalla mattu adralli ondu movie li hit kottu innerdu movie li flop adavara  jothe hudugi hodi hogodalla... 3 varshakke ondu super hit kottu avra personality ge dakke tarde hodre adunne success antha helboudu.... That is Rakshit Shetty.... Love u bro... Olle time ittu ansutte innu olle hudugi sigli nimge.... Haagodella holledakkenIndirect yake helodu direct agi Rashmika ge heliddu idu...🤷‍,Not-Hope
1854,Idu nimage hege gottaytu?,Not-Hope
4052,ಇದು ಚರಿತ್ರೆ ಸ್ರಷ್ಟಿಸೋ ಅವತಾರ...,Hope
4448,ನಮಸ್ತೆ ಮಸ್ತ್ ಮಗಾ.ಕಾಮ್nnನಿಮ್ಮ ಚಾನಲ್ ಅಭಿಮಾನಿಗಳಲ್ಲೊಬ್ಬ ನಾನು...nನಿಮ್ಮ ವಿಡಿಯೋಗಳಿಗಾಗಿ ಕಾಯ್ತಿರ್ತೇನೆ...nnಈ ವಿಡಿಯೋ ನೋಡಿ ಯಾಕೋ ಒಂದಷ್ಟು ಚರ್ಚೆ ಮಾಡಬಹುದೇನೋ ಅನ್ನಿಸ್ತು... ನನಗನಿಸಿದ್ದನ್ನ ಹೇಳ್ತಿದೇನೆ... nಸರ್ಕಾರಗಳ ನಿರ್ಲಕ್ಷ್ಯದ ಬಗ್ಗೆ ನೀವಂದದ್ದು ಸರಿಯೇ... nಆದರೆ ತೀವ್ರತರ ಕೈಗಾರಿಕಾ ಕ್ರಾಂತಿ ಪರಿಸರದ ಮೇಲೆ ಮತ್ತು ವೈಯಕ್ತಿಕ ಜೀವನದ ಮೇಲೆ ಭಯಾನಕ ಪರಿಣಾಮ ಬೀರುತ್ತದೆ... n1. ಇಲ್ಲಿರುವ ಜನಸಂಖ್ಯಾ ಸಾಂದ್ರತೆಗೆ ತಕ್ಕ ಉದ್ಯೋಗಾವಕಾಶ ಸೃಷ್ಟಿ ಕಷ್ಟ...n2. ಇಂಧನ ಮತ್ತು ವಿದ್ಯುತ್ ಪೂರೈಕೆಗೂ ಹೆಚ್ಚಿನ ಪರಿಸರ ನಾಶ ಅನಿವಾರ್ಯವಾಗಬಹುದು...n3. ಇಲ್ಲಿನ ರಾಜಕೀಯ ಸ್ವರೂಪ ಮತ್ತು ಭ್ರಷ್ಟಾಚಾರ ಎಷ್ಟು ನಾಚಿಕೆಗೇಡಿನದ್ದಾಗಿದೆಯೋ ಅಷ್ಟೇ ಹೀನವಾಗಿ ಇಲ್ಲಿನ ಸಾಮಾಜಿಕ ಪಿಡುಗುಗಳಿವೆ (ಜಾತಿ,Hope
336,Lo remake alla antha hekde tane,Not-Hope
95,TikTok nan shata shata,Not-Hope
2854,Vote for kuri prathap,Not-Hope
6649,ಸೂಪರ್ ಸಾಂಗ್........ ತುಂಬಾ ಇಷ್ಟ ಆಯ್ತು.....  love you rakshith bhai,Hope
3274,Super good bro like this video song..🤩🤩🤩,Hope
4852,Wonderfull Song...nಎಷ್ಟು ಸಲ ಕೇಳಿದರು... nಮೋಬೈಲ್ ಬ್ಯಾಟರಿ ಕಡಿಮೆಯಾಗುತ್ತದೆ ಹೊರತು ಹಾಡು ಬೇಜಾರಾಗಲಾರದು...nಪುಣ್ಯಾತ್ಮರ ಕಾರಣವಿಲ್ಲದೆ ಡಿಸ್ಲೈಕ್ ಒತ್ತಬೇಡಿnಏನಿದೆ ಇಷ್ಟವಾಗದ್ದು ಇದರಲ್ಲಿ...nAll The Best ASN Team...,Not-Hope
3541,Yelli tanka jana moodnambke bidalvo alli tanka inta shatnayakru useless videos haktane irrtare guru.nMahabharata tumba olle moral story. Jeevanakke bekagiro tumba paata ide idralli. Adunella use madkondu olle jeevna madbeku aste. nHindu Muslim Cristian etc etc... Yella naav naav madkondirodu. Yella manushyaru onde,Hope
5592,Sir solla video time kadime madi,Hope
6652,Fork bisakiddu pakka #Shaanvi. Trailer alli iro dialogue next scene.,Not-Hope
1303,ಕನ್ನಡ ಚಿತ್ರರಂಗದ ಹೆಮ್ಮೆ ಪಡುವಂತಹ ಕೆಲಸ,Hope
3530,ನನಗೆ ಮಹಾಭಾರತ ಅಂದರೆ ತುಂಬಾನೆ ಇಷ್ಟ....nಮಹಾಭಾರತದಲ್ಲಿ  ಬರುವ ಪಾತ್ರಗಳು,Not-Hope
5913,@Bharathraj T B kitkobekaste ninu bandi nandu,Not-Hope
6615,Sexy song guru,Not-Hope
2675,Dabba movie Soo sad,Not-Hope
1911,Nanu nodide suuuuuuuuuupppper innomme nodtini,Not-Hope
1257,Chinna voice super jai army,Not-Hope
4930,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not-Hope
5302,ಅಯ್ಯೇೂ ಅಲ್ಲು ಮಾಡ್ತಾರೆ tic toc  ನ,Not-Hope
3766,Bro ee game yavdu and nimma ella video super boss,Not-Hope
1940,Yarella e hadige edict agidira like Madi,Not-Hope
4729,Avatttu tiger dancenIvattu handsup step,Not-Hope
6936,Idu Charitre srustiso avatara ......ASN,Hope
5096,Super  tippa  story,Not-Hope
599,ಸೂಪರ್  ಸರ್,Not-Hope
1797,China govt super fast agi land,Not-Hope
7363,Super guru pakka block buster,Hope
7274,Anna Shankar Nag is back.....,Not-Hope
2490,ನೀವು ಅದ್ಬುತ ..... ಸಾಹಿತ್ಯ ತುಂಬ ಸೂಪರ್.....,Not-Hope
4623,Supper song nanna  maga feverte song,Hope
4355,ತೊಗರಿ ತಿಪ್ಪ ಸೂಪರ,Not-Hope
3919,Unique aagide trailer.. namma kannada film antha proud feel li bere languages frnds gella thorista idini trailer na,Hope
2134,I love you sir,Not-Hope
3873,@poojitha subbaiah Hai ennane ullira,Not-Hope
1340,ಇದು ಚರಿತ್ರೆ ಸೃಸ್ಟಿಸೋ ಅವತಾರ,Hope
3540,Ashvatthsma idre avana photo kalsi,Not-Hope
3440,Nani kannd full movie,Not-Hope
3109,Nivu like goskara tiktok ge hogi idannella collect maadkondidira thane.niv  e video maadide full thappu .bcz nivu publisity goskare insta dalli follow maadi antha ella maathadthidira.matte avaru yella helidu thappu annodadre niv thumba bad words use maadidu thappe.,Not-Hope
2645,Supper i love my kannada ...,Not-Hope
1229,China apps yallu remove madbeku sir  Nev innu strongag warning kodbeku sir,Hope
6874,@Ranjith think madirlilla,Not-Hope
5837,Like for singer #vijayprakash,Not-Hope
2798,Super guru.........ji kannadiga,Hope
899,Muchele dagar munde sule,Not-Hope
2349,Nange bahala novaytu nannamele yakandre nanu  Diyaa moviena thetoralli nodilla adakke please realise onse again nanu nodtin Mathe janru nodtare please,Hope
694,ಬಾಳ ಚೊಲೋ ಐತ್ರಿ ನೌನ್ ಕಥಿ,Not-Hope
1235,Nakkan idhu idhu roast andhery,Not-Hope
603,ನೀವು ಬಾಳ್ವೆ ನಡೆಸುತ್ತಿರುವ ರೀತಿ ತುಂಬಾನೇ ಚೆನ್ನಾಗಿದೆ.ನಿಮ್ಮ ಮಾತಿನಲ್ಲಿ ತುಂಬಾ ತೂಕವಿದೆ.,Hope
5300,Avlge avra appaniginta pakkada mane uncle tumbaa esta adke bro,Not-Hope
4202,Tital nodi ...ond matu helbeku anth annistu ...Pade pade prashne Keli ...alohage maditirode nivu ....nachike agbeku ..nimge.,Hope
4780,Super song like please,Not-Hope
4673,@shiva prakash en guru ninn problem uu,Not-Hope
6063,Wow boss sariyagi helidhira but use madorige sariyagi heli next video,Not-Hope
1028,Olledanna swalpa guruthisi,Not-Hope
2278,@Gajendra hv ayyo bewarsi,Not-Hope
3324,@Nandi Parthasarathi nandini anta itkondidya nen hengsa🤣🤣nEllelo hogbeda matter bage matado childe....chanagiro film na chanagila antyala adrale gotagute enta kachda nenu anta bereourna aadre belsu ilwa tepug iru..nim appa amma nu bereourna tulkonde bandirbeku adke nenu hinge,Not-Hope
1347,@pavan mohareer nತಪ್ಪೇನಿಲ್ಲ..nಆದರೆ ಎರವಲು ಪದಗಳ ಬದಲು ಅಚ್ಚಗನ್ನಡ/ಅಣ್ಣೆಗನ್ನಡ/ಹಚ್ಚಗನ್ನಡ ದ ಪದಗಳನ್ನು ಹೆಚ್ಚಾಗಿ ಬಳಸಲು ಒತ್ತು ಕೊಟ್ಟರೆ,Not-Hope
2865,Hands up  super song,Hope
3815,Super song sir,Not-Hope
7460,ಹೌದು  ನಮ್ಮ ಬರೀ ಕಣ್ಣಿಗೆ ಸಾಸಿವೆ ಗಾತ್ರದಲ್ಲಿ ಮಾತ್ರ  ಕಂಡರೆ,Hope
4951,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not-Hope
803,@VARAPRASAD K K super bro,Not-Hope
5938,ಸೂಪರ್ ಜೈ D ಬಾಸ್,Not-Hope
2853,ಸೂಪರ್  ನಾಯಕ,Not-Hope
4036,Damm godd...an song guru...ajnish u made a magic broooo,Hope
1376,Yalru Hands Up Madi Avane Srimannarayana,Not-Hope
2071,Dada fans    ಕಡೆಯಿಂದ  ಅಲ್ಲ ದ  ಬೆಸ್ಟ್,Not-Hope
2845,ಮ್ಯೂಸಿಕ್ ಗೆ ಮತ್ತು ಹಿರೋ ಸ್ಟೆಪ್ಸ್ ಗೆ ಫಿದಾ ಆದವರು ಲೈಕ್ ಮಾಡ್ರೋ,Not-Hope
3904,ಹೌದು ಇದು ಸಾಕ್ಷಾತ್ ಕೃಷ್ಣ ಕೋಟ ಶಾಪದ ಪರಿಣಾಮ,Not-Hope
2757,sule bindhu... awlge nam sainikaru kintha awllu fame beku.. thu lofer mundde hula bidhu saithya ninu,Not-Hope
4138,ಸಾರ್ ನಿಮ್ಮ ತಂದೆ ನಿಮಗೆ ಕಲಿಸಿದ ಸಂಸ್ಕಾರ ಸಂಸ್ಕೃತಿ ನಮಗೆ ತುಂಬಾ ಇಷ್ಟ ಆಯ್ತು ಮತ್ತು ನೀವು ಅವರು ತೋರಿಸಿದ ಮಾರ್ಗದರ್ಶನದಲ್ಲಿ ನಡೀತಾ ಇರೋದು ನಮಗೆ ತುಂಬಾ ತುಂಬಾ ಇಷ್ಟ ಆಯ್ತು ನೀವು ತಂದೆಗೆ ತಕ್ಕ ಮಗ,Hope
918,Tiktok ....byan agiddu olledu aythu anna,Not-Hope
5999,Super  video  neja  bro  .....slutie  jaihind,Not-Hope
2132,DEVARU OLLEYAVARIGE  KASTA KODTHANE ADHARE  KAY BIDALA,Hope
5816,ರಶ್ಮಿಕಾ ಗಿಂತ ಒಳ್ಳೆ ಹುಡುಗಿ ಸಿಗಲಿ ಒಳ್ಳೇದು ಅಗುಲಿ ನಿಮಗೆ,Hope
6594,In sandalwoodnnTumba janrige jaatre hero gale ishta aagodu.. talent content bekagilla.. rhyming dialogues matte badavara para horado hero... Aaith mugitu,Not-Hope
2970,@VARAPRASAD K K haa nin Amman tulldeepanna,Not-Hope
